Chunk,Model,Model type,Faces,Faces 98%,Vertices,Vertices 98%,Faces resolution mean (m^2),Faces resolution mean 98% (m^2),Faces resolution median (m^2),Faces resolution median 98% (m^2),Faces max resolution (m^2),Faces min resolution (m^2),Faces resolution range (m^2),Faces max resolution 98% (m^2),Faces min resolution 98% (m^2),Faces resolution range 98% (m^2)
731,731_open,Mesh,36212,35487,18229,17864,8.837909816891612e-07,6.269740084720799e-07,4.678590034711167e-07,4.678590034711167e-07,0.00048100917549287117,0.0,0.00048100917549287117,2.4106902117890796e-06,1.1273197980764743e-07,2.297958231981432e-06
731,731_closed,Mesh,44050,43169,22027,21586,8.765281575384742e-07,6.107741932400931e-07,4.636416906612867e-07,4.636416906612867e-07,0.00048100917549287117,0.0,0.00048100917549287117,2.221095552344676e-06,1.1748413445949706e-07,2.103611417885179e-06
741,741_scene,Mesh,851834,834797,427191,418647,8.311056938877816e-07,5.82673397537867e-07,4.389114274013413e-07,4.389114274013413e-07,0.00048100917549287117,0.0,0.00048100917549287117,2.2127240330656678e-06,8.229961327950972e-08,2.130424419786158e-06
741,741_open,Mesh,82444,80795,41447,40618,8.260765801695048e-07,5.709678369877981e-07,4.376801019000733e-07,4.376801019000733e-07,0.00048100917549287117,0.0,0.00048100917549287117,2.0548870636479884e-06,9.8561234130362e-08,1.9563258295176263e-06
741,741_closed,Mesh,96852,94914,48418,47449,8.193349724850158e-07,5.593132024443292e-07,4.350838789720418e-07,4.350838789720418e-07,0.00048100917549287117,0.0,0.00048100917549287117,1.9257646989768538e-06,1.1420646932268508e-07,1.8115582296541688e-06
742,742_scene,Mesh,829416,812827,416140,407817,1.062066431238676e-06,7.00141117558642e-07,4.854605003011945e-07,4.854605003011945e-07,0.0009630817176880265,0.0,0.0009630817176880265,6.312605598474899e-06,1.2145846662213897e-07,6.19114713185276e-06
742,742_open,Mesh,49483,48493,24865,24367,1.0611627826192537e-06,6.662693843806209e-07,4.865829583510544e-07,4.865829583510544e-07,0.0009630817176880265,0.0,0.0009630817176880265,3.880599513353531e-06,1.275457694662414e-07,3.75305374388729e-06
742,742_closed,Mesh,58178,57014,29085,28503,1.0592789031986648e-06,6.456891906208562e-07,4.876934202198167e-07,4.876934202198167e-07,0.0009630817176880265,0.0,0.0009630817176880265,3.035800645097584e-06,1.3352576473709087e-07,2.902274880360493e-06
744,744_scene,Mesh,524458,513968,263585,258313,1.0308720817884502e-06,6.307029091638738e-07,4.828495640867299e-07,4.828495640867299e-07,0.0009630817176880265,0.0,0.0009630817176880265,2.603393904597383e-06,1.3425431528532353e-07,2.4691395893120594e-06
744,744_open,Mesh,22987,22527,11651,11417,1.0290542126681836e-06,6.180208397073143e-07,4.826141929864953e-07,4.826141929864953e-07,0.0009630817176880265,0.0,0.0009630817176880265,2.1212273766419255e-06,1.4006115358578697e-07,1.9811662230561385e-06
744,744_closed,Mesh,35968,35248,17986,17626,1.025797966697292e-06,6.082000839018e-07,4.815089580884473e-07,4.815089580884473e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.8841769352110569e-06,1.4572084751239047e-07,1.7384560876986665e-06
745,745_scene,Mesh,982470,962820,492786,482930,9.935424269021558e-07,6.104796186109025e-07,4.794880835942904e-07,4.794880835942904e-07,0.0009630817176880265,0.0,0.0009630817176880265,2.321031784595254e-06,1.1700350589416915e-07,2.204028278701085e-06
745,745_open,Mesh,67506,66155,38212,37447,9.90738242224823e-07,6.014623032450524e-07,4.791133589162865e-07,4.791133589162865e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.844018348402187e-06,1.4580576963483032e-07,1.6982125787673568e-06
745,745_closed,Mesh,76426,74897,42454,41604,9.87305990359156e-07,5.936767708659211e-07,4.786690342120758e-07,4.786690342120758e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.7638315055445621e-06,1.5087250896707307e-07,1.612958996577489e-06
748,748_scene,Mesh,682348,668701,342362,335514,9.805382095536317e-07,5.983718489716047e-07,4.835850159161375e-07,4.835850159161375e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.882541843826263e-06,1.5200818536558337e-07,1.7305336584606797e-06
748,748_open,Mesh,61940,60701,31123,30500,9.788714251079883e-07,5.914943431610854e-07,4.832765343922586e-07,4.832765343922586e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.7035847522076284e-06,1.5700283129506497e-07,1.5465819209125634e-06
748,748_closed,Mesh,68510,67139,34257,33571,9.767385437373672e-07,5.849855689609167e-07,4.82791439586867e-07,4.82791439586867e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.6384962532403222e-06,1.6186830186793024e-07,1.476627951372392e-06
749,749_scene,Mesh,656272,643146,329491,322901,9.952006965871357e-07,6.013794692364694e-07,4.937852664974361e-07,4.937852664974361e-07,0.0009630817176880265,0.0,0.0009630817176880265,2.382405602004836e-06,1.6442726267136495e-07,2.217978339333471e-06
749,749_open,Mesh,26831,26294,13519,13248,9.950281413489684e-07,5.935257107697465e-07,4.943040188968563e-07,4.943040188968563e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.6211035511706391e-06,1.6984315677492805e-07,1.451260394395711e-06
749,749_closed,Mesh,32224,31579,16110,15787,9.944773698153606e-07,5.881447169015527e-07,4.946320126100392e-07,4.946320126100392e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.5590267839932756e-06,1.7510684461841094e-07,1.3839199393748646e-06
750,750_scene,Mesh,836219,819494,419567,411175,9.96912843060925e-07,5.966937462114828e-07,4.972311559093668e-07,4.972311559093668e-07,0.0009630817176880265,0.0,0.0009630817176880265,2.2217295980010667e-06,1.4241859304776943e-07,2.0793110049532973e-06
750,750_open,Mesh,80587,78975,40476,39666,9.941647408285013e-07,5.884310133857905e-07,4.96222897205542e-07,4.96222897205542e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.5515906876791657e-06,1.7630637562923428e-07,1.3752843120499314e-06
750,750_closed,Mesh,87584,85832,43786,42910,9.91173555415258e-07,5.826611693567015e-07,4.953433815500797e-07,4.953433815500797e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.4974882069697912e-06,1.8049122335310706e-07,1.316996983616684e-06
848,848_scene,Mesh,745437,730528,373904,366425,9.920040428592241e-07,5.891309777137235e-07,4.989861987892294e-07,4.989861987892294e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.9688079627059884e-06,1.7689074082790374e-07,1.7919172218780846e-06
848,848_open,Mesh,11065,10843,5620,5507,9.91409417799684e-07,5.827035896333185e-07,4.987177373662601e-07,4.987177373662601e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.469503993007493e-06,1.8537220614200842e-07,1.2841317868654845e-06
848,848_closed,Mesh,15004,14703,7504,7353,9.905637374527168e-07,5.776023193524186e-07,4.982993744435019e-07,4.982993744435019e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.417071530854451e-06,1.9026600825492136e-07,1.2268055225995297e-06
850,850_scene,Mesh,600988,588968,302292,296246,9.982947197703994e-07,5.891467476642718e-07,5.06537235582725e-07,5.06537235582725e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.9252972562512404e-06,1.9195290431695745e-07,1.7333443519342829e-06
850,850_open,Mesh,45973,45053,23062,22600,9.982275414717835e-07,5.839342320247616e-07,5.067341711867809e-07,5.067341711867809e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.402626519736749e-06,1.9648755645123704e-07,1.206138963285512e-06
850,850_closed,Mesh,48736,47761,24370,23882,9.983233891479092e-07,5.805019311510159e-07,5.070907469987746e-07,5.070907469987746e-07,0.0009630817176880265,0.0,0.0009630817176880265,1.3630430458106506e-06,2.0107255845569017e-07,1.1619704873549604e-06
