Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
610,610_scene,Mesh,4453.224626212075,2516.925901157356,8.475178579267162,-16.78399423320428,25.25917281247144,0.0,97668.2518131719
610,610_open,Mesh,190.3521780929257,56.61946240826121,8.475178579267162,0.8136108742098302,7.661567705057331,0.0,611.6265005666069
610,610_closed,Mesh,238.52021922793065,56.61946240826121,8.475178579267162,0.8136108742098302,7.661567705057331,94.55689275952896,611.6265005666069
729,729_scene,Mesh,2665.8088592238887,1764.958091542684,14.906504886255927,-6.733079299705253,21.63958418596118,0.0,54029.25100027584
729,729_open,Mesh,185.69382242264612,59.75328273111943,7.646264922251716,2.0629512685088502,5.5833136537428665,0.0,436.7624246046429
729,729_closed,Mesh,224.08049634831013,59.75328273111943,7.646264922251716,2.0629512685088502,5.5833136537428665,120.16991140736843,436.7624246046429
730,730_scene,Mesh,5096.613948858651,3144.9690385009167,5.932534631458397,-17.606825470617853,23.53936010207625,0.0,125109.56489142119
730,730_open,Mesh,102.63794120861846,35.69264724247364,5.932534631458397,0.9169412164384438,5.0155934150199535,0.0,241.75979872075752
730,730_closed,Mesh,130.7600851882703,35.69264724247364,5.932534631458397,0.9169412164384438,5.0155934150199535,58.363065201720936,241.75979872075752
731,731_scene,Mesh,6487.335418540716,3415.1766830743313,6.355475126927729,-25.17419654212659,31.52967166905432,0.0,146797.13498541142
731,731_open,Mesh,102.76202656138668,33.79758795397238,6.355475126927729,0.7158945640462988,5.63958056288143,0.0,238.4862046009148
731,731_closed,Mesh,122.30579399528317,33.79758795397238,6.355475126927729,0.7158945640462988,5.63958056288143,61.77160083962407,238.4862046009148
741,741_scene,Mesh,4686.54165152492,2640.706927577739,15.294266902125065,-19.65394172409646,34.94820862622152,0.0,123924.06259621028
741,741_open,Mesh,276.2732691223801,63.78649815019528,12.512597647706416,1.4615412572337476,11.051056390472668,0.0,908.9966532747953
741,741_closed,Mesh,296.07500808692555,63.78649815019528,12.512597647706416,1.4615412572337476,11.051056390472668,114.4502612237667,908.9966532747953
742,742_scene,Mesh,9121.155229175249,4187.237223128014,14.12207450673125,-34.13845525470545,48.2605297614367,0.0,222177.7107231339
742,742_open,Mesh,277.41339105083944,56.18053412801253,11.078679363476581,0.4425098840713598,10.636169479405222,0.0,790.8928919499505
742,742_closed,Mesh,297.9796916523613,56.18053412801253,11.078679363476581,0.4425098840713598,10.636169479405222,102.5554692769785,790.8928919499505
743,743_scene,Mesh,8461.088496277029,4417.902052523848,15.855393812292418,-19.02454187785153,34.879935690143945,0.0,256821.87372600456
743,743_open,Mesh,237.412787591045,49.554948712222505,10.326518422100984,0.6234928009886287,9.703025621112355,0.0,779.7961369784715
743,743_closed,Mesh,254.8804569434515,49.554948712222505,10.326518422100984,0.6234928009886287,9.703025621112355,120.74455144750495,779.7961369784715
744,744_scene,Mesh,6108.182324948348,3906.199331675061,7.831809964543529,-17.680485421081258,25.512295385624782,0.0,103747.83367306729
744,744_open,Mesh,96.4972204193107,38.140466632808746,7.831809964543529,-0.058767236937873335,7.890577201481403,0.0,381.53520759300307
744,744_closed,Mesh,136.9132422786222,38.140467001345506,7.831809964543529,-0.058767236937873335,7.890577201481403,43.0821228216153,381.53520759300307
745,745_scene,Mesh,6577.014758576351,3450.936222284191,17.08951335170805,-13.36981143345793,30.459324785165975,0.0,194388.7200696814
745,745_open,Mesh,321.23408341578875,97.73383755312352,9.286754977580337,-0.18119635970159087,9.467951337281926,0.0,1437.3389837256323
745,745_closed,Mesh,347.0678264790619,97.73383755312352,9.286754977580337,-0.18119635970159087,9.467951337281926,192.95555013803633,1437.3389837256323
748,748_scene,Mesh,10010.068459191109,6869.143487200573,17.81650862047801,-32.861888873279305,50.67839749375731,0.0,597755.3673618429
748,748_open,Mesh,284.5802068785588,78.38104982961967,10.263646890801976,0.7116134504150038,9.552033440386971,0.0,1159.5514383595741
748,748_closed,Mesh,301.4414071233537,78.38104982961967,10.263646890801976,0.7116134504150038,9.552033440386971,176.45713597530306,1159.5514383595741
749,749_scene,Mesh,5492.728052059014,2753.8862783418167,15.205476385174574,-28.446863557482104,43.65233994265668,0.0,193581.60072428948
749,749_open,Mesh,144.15868165894088,39.06190203683363,8.004830388541283,0.16992272196057895,7.834907666580704,0.0,447.13342701626937
749,749_closed,Mesh,155.8041214637374,39.06190203683363,8.004830388541283,0.16992272196057895,7.834907666580704,58.18062911043537,447.13342701626937
750,750_scene,Mesh,8636.080511396995,3888.4859190583293,24.460670158806288,-30.726103464676996,55.18677362348329,0.0,347544.6036497205
750,750_open,Mesh,347.6023925973333,88.3637394947427,8.767364074339593,1.0805166237033426,7.68684745063625,0.0,980.5760587451826
750,750_closed,Mesh,361.0332931289226,88.3637394947427,8.767364074339593,1.0805166237033426,7.68684745063625,162.09530312298767,980.5760587451826
848,848_scene,Mesh,5310.671657919038,3054.245495517871,18.84080702565252,-13.723982004977886,32.5647890306304,0.0,150478.28776334258
848,848_open,Mesh,49.51686762002292,20.41921140621629,5.039883593596356,1.2170273692870603,3.8228562243092954,0.0,113.34142513183934
848,848_closed,Mesh,65.84736901524336,20.41921140621629,5.039883593596356,1.2170273692870603,3.8228562243092954,19.675072229375036,113.34142513183934
849,849_scene,Mesh,4458.89544155503,2685.466769816363,12.001147975189758,-21.521621039794987,33.522769014984746,0.0,151814.1604512439
849,849_open,Mesh,27.286291463882794,9.380089955072588,4.100212319731581,0.41753039294588623,3.682681926785694,0.0,51.64868396782277
849,849_closed,Mesh,34.716062692967775,9.38009008567862,4.100212319731581,0.41753039294588623,3.682681926785694,9.423277021978206,51.64868396782277
850,850_scene,Mesh,14505.354970401453,8172.438008447844,20.544336853100326,-26.328234586951677,46.872571440052,0.0,522511.97727628105
850,850_open,Mesh,319.0137400327908,86.20724458888878,7.874466652635692,0.6122182597259829,7.26224839290971,0.0,958.8493608772407
850,850_closed,Mesh,343.5151353946221,86.20724458888878,7.874466652635692,0.6122182597259829,7.26224839290971,211.01425041375367,958.8493608772407
