Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
ID_676,676_scene,Mesh,1040.565820624462,418.5522680861594,9.041327704274526,-12.753226918614319,21.794554622888846,0.0,9830.450596396124
ID_676,676_open,Mesh,57.03664464455656,7.637743812712006,9.041327704274526,1.9373059682964378,7.104021735978089,0.0,65.29648436961503
ID_676,676_closed,Mesh,62.95094196180661,7.637743812712006,9.041327704274526,1.9373059682964378,7.104021735978089,26.42078864787806,65.29648436961503
ID_677,677_scene,Mesh,1538.9034309454041,689.6688215990475,6.585756114820884,-15.045088652678828,21.630844767499713,0.0,21130.210219806104
ID_677,677_open,Mesh,41.503046999007445,11.359748761563914,6.585756114820884,0.5969136068741165,5.988842507946767,0.0,92.87974113215311
ID_677,677_closed,Mesh,51.01137581916962,11.359748761563914,6.585756114820884,0.5969136068741165,5.988842507946767,16.6735984500394,92.87974113215311
ID_678,678_scene,Mesh,2625.8073522829304,1566.2080747643067,6.009907644995883,-13.262686924289252,19.272594569285133,0.0,44341.61573199313
ID_678,678_open,Mesh,50.09649137281635,14.283966506133208,6.009907644995883,0.6242769918379298,5.3856306531579525,0.0,104.6585606575797
ID_678,678_closed,Mesh,54.250049149485505,14.283966506133208,6.009907644995883,0.6242769918379298,5.3856306531579525,21.809519406965038,104.6585606575797
ID_679,679_scene,Mesh,3324.370033731751,1786.6390526347288,12.235211002942803,-16.786317078087542,29.021528081030347,0.0,93935.27775418587
ID_679,679_open,Mesh,82.59519775635354,11.976144329572834,8.648239634096521,0.599258715908918,8.048980918187604,0.0,149.3456471874805
ID_679,679_closed,Mesh,86.95516877957728,11.976144329572834,8.648239634096521,0.599258715908918,8.048980918187604,35.98760314361102,149.3456471874805
ID_680,680_scene,Mesh,957.932890973729,520.0227943998827,4.9197800252750445,-8.529308993323609,13.449089018598654,0.0,9475.196285537768
ID_680,680_open,Mesh,47.56927556682585,13.778179165420212,4.9197800252750445,-0.08746958920240466,5.007249614477449,0.0,100.35127694795015
ID_680,680_closed,Mesh,57.830683804920056,13.778179165420212,4.9197800252750445,-0.08746958920240466,5.007249614477449,20.25302268950126,100.35127694795015
ID_682,682_scene,Mesh,3513.362522708116,1815.241747720789,15.162364961193314,-8.949611773907545,24.11197673510086,0.0,60067.396883945396
ID_682,682_open,Mesh,32.37003142708675,7.7000878825937225,5.571561812575404,1.1490625568313095,4.4224992557440945,0.0,43.39485538987523
ID_682,682_closed,Mesh,35.86238384745238,7.7000878825937225,5.571561812575404,1.1490625568313095,4.4224992557440945,13.96462693670665,43.39485538987523
ID_683,683_scene,Mesh,2905.056049182263,1899.9546993188922,8.608743488350756,-7.089781659409483,15.69852514776024,0.0,34278.58257843655
ID_683,683_open,Mesh,53.495247260606,10.019969290552513,7.914650071283141,2.557512083926455,5.357137987356686,0.0,94.21380111231402
ID_683,683_closed,Mesh,56.93593286933939,10.019969290552513,7.914650071283141,2.557512083926455,5.357137987356686,22.218208708306328,94.21380111231402
ID_876,876_scene,Mesh,1308.900583309307,797.4015661132393,6.7731677069653,-8.231459695408619,15.004627402373918,0.0,14377.228760809357
ID_876,876_open,Mesh,77.97744931167348,14.659305623274745,6.7731677069653,0.10736435300865987,6.6658033539566395,0.0,141.05845532966734
ID_876,876_closed,Mesh,83.25652812699609,14.659305623274745,6.7731677069653,0.10736435300865987,6.6658033539566395,34.016663671065444,141.05845532966734
ID_878,878_scene,Mesh,1048.8354598493077,708.4454604936617,7.307835643925409,-3.3865839815097223,10.694419625435131,0.0,14972.750584057934
ID_878,878_open,Mesh,78.71690960172496,25.54504925356808,5.442921167351955,-0.13533563836470863,5.578256805716664,0.0,204.34742677833742
ID_878,878_closed,Mesh,101.57519018036186,25.54504925356808,5.442921167351955,-0.13533563836470863,5.578256805716664,38.462129296240946,204.34742677833742
ID_880,880_scene,Mesh,2265.7869879655127,1442.7433199378172,8.584322555488155,-8.561922154569523,17.14624471005768,0.0,32466.506130416434
ID_880,880_open,Mesh,95.6665491387989,19.327989347960745,8.584322555488155,1.133655634564995,7.45066692092316,0.0,227.51350035647093
ID_880,880_closed,Mesh,104.808493077917,19.327989347960745,8.584322555488155,1.133655634564995,7.45066692092316,55.03900118054501,227.51350035647093
ID_881,881_scene,Mesh,2564.5046219797778,1254.340959249012,5.797537262107916,-17.583864125257577,23.381401387365493,0.0,31813.39183527381
ID_881,881_open,Mesh,45.40458506782366,14.76041289424379,5.797537262107916,0.8704132105960632,4.927124051511853,0.0,96.95297831916538
ID_881,881_closed,Mesh,57.16549763685073,14.760412939501572,5.797537262107916,0.8704132105960632,4.927124051511853,21.790840327912782,96.95297831916538
ID_882,882_scene,Mesh,1971.448745277288,1215.7005757497536,4.76330122680971,-10.633319657789942,15.39662088459965,0.0,30565.777267468282
ID_882,882_open,Mesh,37.55145656810642,9.011636462239961,4.76330122680971,0.5844965919532152,4.178804634856495,0.0,57.28566972567437
ID_882,882_closed,Mesh,42.2802510596004,9.011636462239961,4.76330122680971,0.5844965919532152,4.178804634856495,14.527862362998174,57.28566972567437
ID_885,885_scene,Mesh,2475.5060934922353,1219.6359916687725,8.74837199588704,-14.029827826171221,22.77819982205826,0.0,40350.92052393417
ID_885,885_open,Mesh,93.12036042182727,23.846206655173994,8.74837199588704,1.1379289883594546,7.610443007527584,0.0,250.97594771136002
ID_885,885_closed,Mesh,101.86918176506589,23.846206655173994,8.74837199588704,1.1379289883594546,7.610443007527584,43.389670519249144,250.97594771136002
ID_886,886_scene,Mesh,3344.562989582474,1753.4402049695173,13.419569524562947,-8.74036074071708,22.159930265280025,0.0,72419.54214121992
ID_886,886_open,Mesh,208.8452074892332,44.35724176217004,13.419569524562947,0.3026560230267261,13.11691350153622,0.0,812.9684308785571
ID_886,886_closed,Mesh,243.39492271326213,44.35724176217004,13.419569524562947,0.3026560230267261,13.11691350153622,184.55546374903398,812.9684308785571
ID_887,887_scene,Mesh,164299.61781091033,82306.68835859087,930.7836671823619,781.6898284388762,149.09383874348566,0.0,21201764.81343877
ID_887,887_open,Mesh,3657.4936616900904,1100.8653546340756,897.4746046929164,865.0827209808751,32.39188371204129,0.0,53427.69508530047
ID_887,887_closed,Mesh,4228.761443221472,1100.8653546340756,897.4746046929164,865.0827209808751,32.39188371204129,14374.537649706903,53427.69508530047
ID_888,888_scene,Mesh,205026.61359390864,128389.36612849549,78.40982974462571,-78.50014422366742,156.90997396829314,0.0,35449379.17666751
ID_888,888_open,Mesh,5964.78985042618,1428.8608336655386,78.40982974462571,12.042265548110898,66.36756419651482,0.0,140441.87051907193
ID_888,888_closed,Mesh,6500.886580434931,1428.8608336655386,78.40982974462571,12.042265548110898,66.36756419651482,23893.189727379307,140441.87051907193
ID_889,889_scene,Mesh,4758.138413592298,2815.2274525062544,22.816716884046684,-15.910352346455776,38.72706923050246,0.0,143488.1524562069
ID_889,889_open,Mesh,222.78146352977905,45.699831235429436,12.541236662851974,0.7498286748460536,11.79140798800592,0.0,850.3566631384025
ID_889,889_closed,Mesh,227.93990463278413,45.699831235429436,12.541236662851974,0.7498286748460536,11.79140798800592,110.32668471950491,850.3566631384025
ID_890,890_scene,Mesh,5260.292161620372,3241.5763290358577,16.326538317728655,-6.251610766505267,22.57814908423392,0.0,86545.69410447164
ID_890,890_open,Mesh,105.56304297292395,15.696493616705808,11.670459736233136,1.2591516130150249,10.41130812321811,0.0,233.37552158711785
ID_890,890_closed,Mesh,116.59357017541323,15.696493616705808,11.670459736233136,1.2591516130150249,10.41130812321811,71.32870094883974,233.37552158711785
ID_891,891_scene,Mesh,1957.7598445440885,1204.1746182400304,8.905292086384808,-4.414683759081139,13.319975845465947,0.0,19852.83305609276
ID_891,891_open,Mesh,54.282474849802625,14.857306857287254,7.015188835410314,2.0800035120361104,4.935185323374203,0.0,110.27666059522838
ID_891,891_closed,Mesh,68.34611739275867,14.857306857287254,7.015188835410314,2.0800035120361104,4.935185323374203,35.871896967279724,110.27666059522838
ID_892,892_scene,Mesh,4390.141592904366,2519.1286158327657,9.889264561292693,-9.239999585342662,19.129264146635354,0.0,88889.84658533023
ID_892,892_open,Mesh,192.68607701343066,60.48069697509015,9.889264561292693,2.177346293422733,7.711918267869961,0.0,641.2760144602128
ID_892,892_closed,Mesh,203.39291938294454,60.48069697509015,9.889264561292693,2.177346293422733,7.711918267869961,132.6641053402805,641.2760144602128
ID_893,893_scene,Mesh,10452.739613637334,5428.790125471857,12.332546181690972,-34.52258009487497,46.85512627656594,0.0,261122.93853189444
ID_893,893_open,Mesh,218.7836060942893,57.14161313371512,12.332546181690972,2.60113000218512,9.731416179505853,0.0,769.1102996501498
ID_893,893_closed,Mesh,229.04748543701993,57.14161313371512,12.332546181690972,2.60113000218512,9.731416179505853,173.42216577615824,769.1102996501498
ID_894,894_scene,Mesh,1808.3123695262464,778.9345936368752,7.865926569844467,-18.63321488987328,26.499141459717745,0.0,33451.61371645547
ID_894,894_open,Mesh,76.13587333473728,21.102355139449017,7.798068200723584,1.1404851900487734,6.657583010674811,0.0,227.84857338856605
ID_894,894_closed,Mesh,87.95152413754361,21.102355139449017,7.798068200723584,1.1404851900487734,6.657583010674811,36.09213948719142,227.84857338856605
ID_895,895_scene,Mesh,5922.942538183562,3488.6991628438786,13.665500277735404,-12.09998199195146,25.765482269686864,0.0,163341.0796811855
ID_895,895_open,Mesh,216.13316565391435,53.33785341887044,13.665500277735404,1.7662618013769837,11.89923847635842,0.0,872.8656239730369
ID_895,895_closed,Mesh,234.0641043998347,53.33785341887044,13.665500277735404,1.7662618013769837,11.89923847635842,175.64789630594117,872.8656239730369
ID_896,896_scene,Mesh,1837.8077615835684,1077.5337747104018,9.901256977251693,-8.755317192495193,18.656574169746886,0.0,37137.3813194176
ID_896,896_open,Mesh,121.44951384541861,27.685902668984657,9.608746446964533,2.176028631419602,7.432717815544931,0.0,297.1692043517107
ID_896,896_closed,Mesh,130.5911761756852,27.685902668984657,9.608746446964533,2.176028631419602,7.432717815544931,80.61915207551984,297.1692043517107
ID_897,897_scene,Mesh,2189.7011842119978,1584.6481361190204,10.574151665747934,-6.881100712689358,17.45525237843729,0.0,42347.3041863372
ID_897,897_open,Mesh,145.72662187712902,27.944868330079938,10.574151665747934,-0.23106799234521858,10.80521965809315,0.0,373.0988527362405
ID_897,897_closed,Mesh,159.08011580394358,27.944868330079938,10.574151665747934,-0.23106799234521858,10.80521965809315,90.98761812306311,373.0988527362405
ID_898,898_scene,Mesh,1476.1244947726243,910.7808425696376,6.332273315171149,-10.177854556496174,16.510127871667322,0.0,29734.06688672332
ID_898,898_open,Mesh,69.06625814244572,15.504803226912278,6.332273315171149,-1.0514398174602757,7.383713132631425,0.0,158.41267322636247
ID_898,898_closed,Mesh,69.06625814244572,15.504803226912278,6.332273315171149,-1.0514398174602757,7.383713132631425,0.0,158.41267322636247
ID_899,899_scene,Mesh,1515.7637905094998,1047.4416247017632,8.680335047570942,-8.78702280925726,17.4673578568282,0.0,24713.079909295782
ID_899,899_open,Mesh,94.27854470856708,23.202497327879193,8.680335047570942,1.2048778740326616,7.47545717353828,0.0,231.0138693113459
ID_899,899_closed,Mesh,105.40227261459115,23.202497327879193,8.680335047570942,1.2048778740326616,7.47545717353828,58.27045704104748,231.0138693113459
ID_900,900_scene,Mesh,3844.065198479797,2263.1979853025964,12.227782822045485,-13.14204670571586,25.369829527761347,0.0,104993.19979019747
ID_900,900_open,Mesh,199.89028831839204,46.25608442778482,12.227782822045485,1.4496443566418105,10.778138465403675,0.0,765.0832213473462
ID_900,900_closed,Mesh,213.48804546589557,46.25608442778482,12.227782822045485,1.4496443566418105,10.778138465403675,132.64142612207704,765.0832213473462
