Chunk,Model,Model type,Surface Area (cm^2),Area (cm^2),Max height (cm),Min height (cm),Height range (cm),Volume (cm^3),Extent Volume (cm^3)
block_691_695,block691_scene,Mesh,4771.257090782039,3033.4792484171307,10.386305106957455,-5.847511441124848,16.233816548082302,0.0,51682.258511951964
block_691_695,691_open,Mesh,39.86655906753313,7.329461264909716,8.169353214307357,2.856111398051425,5.313241816255932,0.0,61.6668690347135
block_691_695,691_closed,Mesh,44.26641278587077,7.329461264909716,8.169353214307357,2.856111398051425,5.313241816255932,15.780979829879099,61.6668690347135
block_691_695,692_open,Mesh,247.1812684983874,66.50543884337131,10.386305106957455,1.9672166244459777,8.419088482511478,0.0,750.5692892434906
block_691_695,692_closed,Mesh,260.00621420684746,66.50543884337131,10.386305106957455,1.9672166244459777,8.419088482511478,120.6956475051609,750.5692892434906
block_691_695,695_open,Mesh,143.64093341381363,36.87151809057886,8.224528115198751,2.1086412433599433,6.115886871838808,0.0,326.16443039190193
block_691_695,695_closed,Mesh,176.25318536805133,36.87151809057886,8.224528115198751,2.1086412433599433,6.115886871838808,64.32435422006067,326.16443039190193
block_696_700,block_scene,Mesh,5686.818930262367,3104.4304489838896,10.922839155413943,-9.02991341264275,19.952752568056695,0.0,85657.4022460032
block_696_700,696_open,Mesh,144.92523067357916,31.06777808972471,10.922839155413943,2.0670942315935967,8.855744923820346,0.0,389.30886650543385
block_696_700,696_closed,Mesh,163.36026646237914,31.06777808972471,10.922839155413943,2.0670942315935967,8.855744923820346,66.4668530600952,389.30886650543385
block_696_700,697_open,Mesh,117.07919612159213,60.869600381434196,7.077721895980344,1.1794120229728144,5.898309873007529,0.0,500.8320357894983
block_696_700,697_closed,Mesh,174.74457380677097,60.869600381434196,7.077721895980344,1.1794120229728144,5.898309873007529,47.6352947931154,500.8320357894983
block_696_700,699_open,Mesh,166.9992572006837,38.13351833013678,9.353629246397526,1.9397441190867615,7.413885127310765,0.0,457.40730610858793
block_696_700,699_closed,Mesh,186.36359233431696,38.13351833013678,9.353629246397526,1.9397441190867615,7.413885127310765,75.82027536471507,457.40730610858793
block_826_830,block826_scene,Mesh,11710.6797793686,4683.819032417679,34.29079238729859,-13.401771765486108,47.6925641527847,0.0,415449.49048664037
block_826_830,826_open,Mesh,182.58525166720625,37.766642281762074,11.874158703364115,0.9506132546731327,10.923545448690982,0.0,653.8523011811207
block_826_830,826_closed,Mesh,201.2207289211551,37.766642281762074,11.874158703364115,0.9506132546731327,10.923545448690982,111.97479223897574,653.8523011811207
block_826_830,827_open,Mesh,210.14817478402657,69.16955013677244,6.420837187266615,-0.30606705295049275,6.726904240217108,0.0,677.4490684261758
block_826_830,827_closed,Mesh,277.0314095400597,69.16955013677244,6.420837187266615,-0.30606705295049275,6.726904240217108,102.2594464479449,677.4490684261758
block_826_830,828_open,Mesh,212.3629793503389,89.29034246938262,5.895601609365092,-2.9664002379942875,8.86200184735938,0.0,1095.156167434837
block_826_830,828_closed,Mesh,294.07770761695525,89.29034246938262,5.895601609365092,-2.9664002379942875,8.86200184735938,100.09896772924817,1095.156167434837
block_826_830,829_open,Mesh,249.4203294249029,84.08515272540879,7.858366431032499,-0.8187479874103731,8.677114418442871,0.0,1024.9769869464415
block_826_830,829_closed,Mesh,288.0104429504696,84.08515272540879,7.858366431032499,-0.8187479874103731,8.677114418442871,135.32837675247956,1024.9769869464415
block_826_830,830_open,Mesh,148.10233579360053,46.84454481728839,6.046590379319489,-0.4182657359277864,6.464856115247275,0.0,422.44462130616023
block_826_830,830_closed,Mesh,183.05693941386622,46.84454481728839,6.046590379319489,-0.4182657359277864,6.464856115247275,81.37975643610967,422.44462130616023
block_831_835,block831_scene,Mesh,5133.814494777642,3626.4975830061435,7.514307321798477,-5.0058941917218975,12.520201513520373,0.0,87880.44386003682
block_831_835,831_open,Mesh,102.67740887502532,26.836492756272513,7.514307321798477,1.380026371312243,6.134280950486234,0.0,252.42424449777684
block_831_835,831_closed,Mesh,116.99655004093097,26.836492787626103,7.514307321798477,1.380026371312243,6.134280950486234,41.58597100889906,252.42424449777684
block_831_835,834_open,Mesh,75.60750248306773,38.402589804107485,5.2934133791960765,0.7906149636759785,4.502798415520099,0.0,247.32758570338086
block_831_835,834_closed,Mesh,114.56516743621425,38.402589947623824,5.2934133791960765,0.7906149636759785,4.502798415520099,29.635932968324298,247.32758570338086
block_836_840,block837_scene,Mesh,3948.7189181949243,2132.9005374624517,9.752900373271741,-6.6712716908266465,16.42417206409839,0.0,55778.59528471898
block_836_840,837_open,Mesh,106.91098254014916,26.7179851507743,8.782222236541475,3.1293002147817606,5.652922021759715,0.0,226.9534668391024
block_836_840,837_closed,Mesh,116.25056363252997,26.7179851507743,8.782222236541475,3.1293002147817606,5.652922021759715,51.210863099820735,226.9534668391024
block_836_840,838_open,Mesh,163.21527280094617,44.34156132907227,8.651797874629294,3.2494228163472973,5.402375058281997,0.0,336.34130464596205
block_836_840,838_closed,Mesh,182.84990724552745,44.34156132907227,8.651797874629294,3.2494228163472973,5.402375058281997,60.99420649123878,336.34130464596205
block_836_840,840_open,Mesh,124.79628865036788,32.07798925543525,9.752900373271741,2.8146874124000743,6.938212960871668,0.0,307.890457996139
block_836_840,840_closed,Mesh,150.3243644466352,32.07798925543525,9.752900373271741,2.8146874124000743,6.938212960871668,62.48423204263268,307.890457996139
block_841_845,block841_scene,Mesh,8422.587564099744,3581.791675720656,16.039190824465756,-4.963855688127716,21.00304651259347,0.0,75404.57156494405
